iid;title;year;Adventure;Fantasy;Children;Animation;Comedy;Romance;Drama;Thriller;Action;Crime;Horror;Mystery;Sci-Fi;War;Musical;Documentary;IMAX;Western;Film-Noir;(no genres listed);directors;actors;writers
2394;Prince of Egypt;1998;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;Brenda Chapman,Steve Hickner,Simon Wells;Val Kilmer,Ralph Fiennes,Michelle Pfeiffer;Philip LaZebnik,Nicholas Meyer
2395;Rushmore;1998;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Wes Anderson;Jason Schwartzman,Bill Murray,Olivia Williams;Wes Anderson,Owen Wilson
2396;Shakespeare in Love;1998;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;John Madden;Gwyneth Paltrow,Joseph Fiennes,Geoffrey Rush;Marc Norman,Tom Stoppard
2398;Miracle on 34th Street;1947;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;George Seaton;Edmund Gwenn,Maureen O'Hara,John Payne;George Seaton,Valentine Davies
2399;Santa Claus: The Movie;1985;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Jeannot Szwarc;Dudley Moore,John Lithgow,David Huddleston;David Newman,Leslie Newman
2400;Prancer;1989;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;John D. Hancock;Sam Elliott,Cloris Leachman,Rutanya Alda;Greg Taylor
2401;Pale Rider;1985;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;Clint Eastwood;Clint Eastwood,Michael Moriarty,Carrie Snodgress;Michael Butler,Dennis Shryack
2402;Rambo: First Blood Part II;1985;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;George P. Cosmatos;Sylvester Stallone,Richard Crenna,Charles Napier;David Morrell,Kevin Jarre,Sylvester Stallone
2403;First Blood;1982;True;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;Ted Kotcheff;Sylvester Stallone,Brian Dennehy,Richard Crenna;David Morrell,Michael Kozoll,William Sackheim
2404;Rambo III;1988;True;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;False;False;False;False;Peter MacDonald;Sylvester Stallone,Richard Crenna,Marc de Jonge;David Morrell,Sylvester Stallone,Sheldon Lettich
2405;Jewel of the Nile;1985;True;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Lewis Teague;Michael Douglas,Kathleen Turner,Danny DeVito;Mark Rosenthal,Lawrence Konner,Diane Thomas
2406;Romancing the Stone;1984;True;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Robert Zemeckis;Michael Douglas,Kathleen Turner,Danny DeVito;Diane Thomas,Lem Dobbs,Howard Franklin
2407;Cocoon;1985;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;Ron Howard;Don Ameche,Wilford Brimley,Hume Cronyn;Tom Benedek,David Saperstein
2408;Cocoon: The Return;1988;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;Daniel Petrie;Don Ameche,Wilford Brimley,Courteney Cox;David Saperstein,Stephen McPherson,Elizabeth Bradley
2409;Rocky II;1979;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;Sylvester Stallone;Sylvester Stallone,Talia Shire,Burt Young;Sylvester Stallone
2410;Rocky III;1982;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;Sylvester Stallone;Sylvester Stallone,Talia Shire,Burt Young;Sylvester Stallone
2411;Rocky IV;1985;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;Sylvester Stallone;Sylvester Stallone,Talia Shire,Burt Young;Sylvester Stallone
2412;Rocky V;1990;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;John G. Avildsen;Sylvester Stallone,Talia Shire,Burt Young;Sylvester Stallone
2413;Clue;1985;False;False;False;False;True;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;Jonathan Lynn;Eileen Brennan,Tim Curry,Madeline Kahn;John Landis,Jonathan Lynn,Anthony E. Pratt
2414;Young Sherlock Holmes;1985;True;True;True;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;Barry Levinson;Nicholas Rowe,Alan Cox,Sophie Ward;Arthur Conan Doyle,Chris Columbus
2415;Violets Are Blue...;1986;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Jack Fisk;Sissy Spacek,Kevin Kline,Bonnie Bedelia;Naomi Foner
2416;Back to School;1986;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Alan Metter;Rodney Dangerfield,Sally Kellerman,Burt Young;Rodney Dangerfield,Greg Fields,Dennis Snee
2417;Heartburn;1986;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Mike Nichols;Meryl Streep,Jack Nicholson,Jeff Daniels;Nora Ephron
2418;Nothing in Common;1986;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Garry Marshall;Tom Hanks,Jackie Gleason,Eva Marie Saint;Garry Marshall,Rick Podell,Michael Preminger
2419;Extremities;1986;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;Robert M. Young;Farrah Fawcett,James Russo,Alfre Woodard;William Mastrosimone
2420;Karate Kid;1984;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Abraham Cruz;Tony Ferrer,Bernard Belleza,Vilma Valera;Felipe Baron
2421;Karate Kid, Part II;1986;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;John G. Avildsen;Pat Morita,Ralph Macchio,Pat E. Johnson;Robert Mark Kamen
2422;Karate Kid, Part III;1989;True;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;John G. Avildsen;Ralph Macchio,Pat Morita,Robyn Lively;Robert Mark Kamen
2423;Christmas Vacation;1989;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Jeremiah S. Chechik;Chevy Chase,Beverly D'Angelo,Juliette Lewis;John Hughes
2424;You've Got Mail;1998;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Nora Ephron;Tom Hanks,Meg Ryan,Greg Kinnear;Miklós László,Nora Ephron,Delia Ephron
2425;General;1998;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;Antun Vrdoljak;Goran Visnjic,Mustafa Nadarevic,Tarik Filipovic;Nenad Ivankovic,Antun Vrdoljak
2427;Thin Red Line;1998;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;False;False;False;False;Geovanny Acosta;De'angelo Horton,Mario Yang;N/A
2428;Faculty;1998;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;Matt Hoy;Andrew Bowen,Sarah Alexander,Jason Antoon,Ryan Walker;N/A
2429;Mighty Joe Young;1998;True;True;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;Ron Underwood;Bill Paxton,Charlize Theron,Rade Serbedzija;Merian C. Cooper,Ruth Rose,Mark Rosenthal
2430;Mighty Joe Young;1949;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Ron Underwood;Bill Paxton,Charlize Theron,Rade Serbedzija;Merian C. Cooper,Ruth Rose,Mark Rosenthal
2431;Patch Adams;1998;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Tom Shadyac;Robin Williams,Daniel London,Monica Potter;Patch Adams,Maureen Mylander,Steve Oedekerk
2432;Stepmom;1998;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Chris Columbus;Julia Roberts,Susan Sarandon,Ed Harris;Gigi Levangie,Jessie Nelson,Steven Rogers
2433;Civil Action;1998;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Steven Zaillian;John Travolta,Robert Duvall,Kathleen Quinlan;Jonathan Harr,Steven Zaillian
2435;Hurlyburly;1998;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Anthony Drazan;Sean Penn,Kevin Spacey,Chazz Palminteri;David Rabe
2436;Tea with Mussolini;1999;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
2439;Affliction;1997;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Paul Schrader;Nick Nolte,Sissy Spacek,James Coburn;Russell Banks,Paul Schrader
2442;Hilary and Jackie;1998;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Anand Tucker;Emily Watson,Rachel Griffiths,James Frain;Hilary du Pré,Piers du Pré,Frank Cottrell Boyce
2443;Playing by Heart;1998;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Willard Carroll;Gillian Anderson,Ellen Burstyn,Sean Connery;Willard Carroll
2445;At First Sight;1999;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Irwin Winkler;Val Kilmer,Mira Sorvino,Kelly McGillis;Oliver Sacks,Steve Levitt
2446;In Dreams;1999;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;Neil Jordan;Annette Bening,Robert Downey Jr.,Katie Sagona;Bari Wood,Bruce Robinson,Neil Jordan
2447;Varsity Blues;1999;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Brian Robbins;James Van Der Beek,Jon Voight,Paul Walker;W. Peter Iliff
2448;Virus;1999;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;John Bruno;Jamie Lee Curtis,Donald Sutherland,William Baldwin;Chuck Pfarrer,Dennis Feldman
2450;Howard the Duck;1986;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;Willard Huyck;Lea Thompson,Jeffrey Jones,Tim Robbins;Steve Gerber,Willard Huyck,Gloria Katz
2451;Gate;1987;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;Roman Polanski;Johnny Depp,Frank Langella,Lena Olin;Arturo Pérez-Reverte,John Brownjohn,Enrique Urbizu
2453;Boy Who Could Fly;1986;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Nick Castle;Lucy Deakins,Jay Underwood,Bonnie Bedelia;Nick Castle
2454;Fly;1958;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;John Lennon,Yoko Ono;Virginia Lust;John Lennon,Yoko Ono
2455;Fly;1986;False;False;False;False;False;False;True;True;False;False;True;False;True;False;False;False;False;False;False;False;John Lennon,Yoko Ono;Virginia Lust;John Lennon,Yoko Ono
2456;Fly II;1989;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;Chris Walas;Eric Stoltz,Daphne Zuniga,Lee Richardson;Mick Garris,Jim Wheat,Ken Wheat
2457;Running Scared;1986;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Wayne Kramer;Paul Walker,Cameron Bright,Chazz Palminteri;Wayne Kramer
2458;Armed and Dangerous;1986;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;Mark L. Lester;John Candy,Meg Ryan,Eugene Levy;Brian Grazer,Harold Ramis,James Keach
2459;Texas Chainsaw Massacre;1974;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;David Blue Garcia;Alice Krige,Elsie Fisher,Nell Hudson;Chris Thomas Devlin,Fede Alvarez,Rodo Sayagues
2460;Texas Chainsaw Massacre 2;1986;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;Tobe Hooper;Dennis Hopper,Caroline Williams,Jim Siedow;L.M. Kit Carson,Tobe Hooper
2462;Texas Chainsaw Massacre: The Next Generation;1994;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;
2463;Ruthless People;1986;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Jim Abrahams,David Zucker,Jerry Zucker;Bette Midler,Danny DeVito,Judge Reinhold;Dale Launer,O. Henry
2465;Deadly Friend;1986;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;Wes Craven;Matthew Labyorteaux,Kristy Swanson,Michael Sharrett;Diana Henstell,Bruce Joel Rubin
2467;Name of the Rose;1986;False;False;False;False;False;False;True;True;False;True;False;True;False;False;False;False;False;False;False;False;Mike Moncada;Shaun Benson,Conrad Coates,Cara Pifko;Henry Bada,Peter Campbell
2468;Jumpin' Jack Flash;1986;False;False;False;False;True;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;Penny Marshall;Whoopi Goldberg,Stephen Collins,John Wood;David Franzoni,Charles Shyer,Nancy Meyers
2469;Peggy Sue Got Married;1986;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Francis Ford Coppola;Kathleen Turner,Nicolas Cage,Barry Miller;Jerry Leichtling,Arlene Sarner
2470;Crocodile Dundee;1986;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Peter Faiman;Paul Hogan,Linda Kozlowski,John Meillon;Paul Hogan,Ken Shadie,John Cornell
2471;Crocodile Dundee II;1988;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;John Cornell;Paul Hogan,Linda Kozlowski,John Meillon;Paul Hogan,Brett Hogan
2472;Tough Guys;1986;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Jeff Kanew;Burt Lancaster,Kirk Douglas,Charles Durning;James Orr,Jim Cruickshank
2473;Soul Man;1986;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Steve Miner;C. Thomas Howell,Rae Dawn Chong,Arye Gross;Carol Black
2474;Color of Money;1986;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Martin Scorsese;Paul Newman,Tom Cruise,Mary Elizabeth Mastrantonio;Walter Tevis,Richard Price
2475;52 Pick-Up;1986;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;John Frankenheimer;Roy Scheider,Ann-Margret,Vanity;Elmore Leonard,John Steppling
2476;Heartbreak Ridge;1986;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;Clint Eastwood;Clint Eastwood,Marsha Mason,Everett McGill;James Carabatsos,Dennis Hackin,Joseph Stinson
2477;Firewalker;1986;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;J. Lee Thompson;Chuck Norris,Louis Gossett Jr.,Melody Anderson;Robert Gosnell,Jeffrey M. Rosenbaum,Norman Aladjem
2478;¡Three Amigos!;1986;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;John Landis;Steve Martin,Chevy Chase,Martin Short;Steve Martin,Lorne Michaels,Randy Newman
2481;My Name Is Joe;1998;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Ken Loach;Peter Mullan,Louise Goodall,Gary Lewis;Paul Laverty
2482;Still Crazy;1998;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Brian Gibson;Stephen Rea,Billy Connolly,Jimmy Nail;Dick Clement,Ian La Frenais
2483;Day of the Beast;1995;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;John Woo;N/A;Rob Frisbee,Haruhiko Ohyabu
2485;She's All That;1999;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Robert Iscove;Freddie Prinze Jr.,Rachael Leigh Cook,Matthew Lillard;R. Lee Fleming Jr.
2488;Peeping Tom;1960;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;Michael Powell;Karlheinz Böhm,Anna Massey,Moira Shearer;Leo Marks
2490;Payback;1999;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;Brian Helgeland;Mel Gibson,Gregg Henry,Maria Bello;Donald E. Westlake,Brian Helgeland,Terry Hayes
2491;Simply Irresistible;1999;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Mark Tarlov;Sarah Michelle Gellar,Sean Patrick Flanery,Patricia Clarkson;Judith Roberts
2492;20 Dates;1998;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Myles Berkowitz;Myles Berkowitz,Elisabeth Wagner,Richard Arlook;Myles Berkowitz
2493;Harmonists;1997;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Joseph Vilsmaier;Ben Becker,Heino Ferch,Ulrich Noethen;Jürgen Büscher,Jürgen Egger,Klaus Richter
2494;Last Days;1998;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;Gus Van Sant;Michael Pitt,Lukas Haas,Asia Argento;Gus Van Sant
2495;Fantastic Planet;1973;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
2496;Blast from the Past;1999;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Hugh Wilson;Brendan Fraser,Alicia Silverstone,Christopher Walken;Bill Kelly,Hugh Wilson
2497;Message in a Bottle;1999;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Luis Mandoki;Kevin Costner,Robin Wright,Paul Newman;Nicholas Sparks,Gerald Di Pego
2498;My Favorite Martian;1999;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;Donald Petrie;Christopher Lloyd,Jeff Daniels,Elizabeth Hurley;John L. Greene,Sherri Stoner,Deanna Oliver
2500;Jawbreaker;1999;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Darren Stein;Rose McGowan,Rebecca Gayheart,Julie Benz;Darren Stein
2501;October Sky;1999;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Joe Johnston;Jake Gyllenhaal,Chris Cooper,Laura Dern;Homer H. Hickam Jr.,Lewis Colick
2502;Office Space;1999;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;Mike Judge;Ron Livingston,Jennifer Aniston,David Herman;Mike Judge
2503;Apple;1998;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Damon Packard;Gayle T. Keller,Christa Kirn,Leanna Satani;Damon Packard
2504;200 Cigarettes;1999;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Risa Bramon Garcia;Ben Affleck,Casey Affleck,Dave Chappelle;Shana Larsen
2505;8MM;1999;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;Joel Schumacher;Nicolas Cage,Joaquin Phoenix,James Gandolfini;Andrew Kevin Walker
2506;Other Sister;1999;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Garry Marshall;Juliette Lewis,Diane Keaton,Giovanni Ribisi;Alexandra Rose,Blair Richwood,Garry Marshall
2511;Long Goodbye;1973;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;Christopher Vernale;Michael Ford,Sylvie Preston,Garrett Hendricks;Christopher Vernale
2512;Ballad of Narayama;1983;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
2513;Pet Sematary;1989;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;Mary Lambert;Dale Midkiff,Denise Crosby,Fred Gwynne;Stephen King
2514;Pet Sematary II;1992;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;Mary Lambert;Edward Furlong,Anthony Edwards,Clancy Brown;Richard Outten
2515;Children of the Corn II: The Final Sacrifice;1993;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;David Price;Terence Knox,Paul Scherrer,Ryan Bollman;A L Katz,Gilbert Adler,Stephen King
2516;Children of the Corn III;1994;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;James D.R. Hickox;Daniel Cerny,Ron Melendez,Jim Metzler;Dode B. Levenson,Stephen King,Matt Greenberg
2517;Christine;1983;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;John Carpenter;Keith Gordon,John Stockwell,Alexandra Paul;Stephen King,Bill Phillips
2518;Night Shift;1982;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Ron Howard;Henry Winkler,Michael Keaton,Shelley Long;Lowell Ganz,Babaloo Mandel
2520;Airport;1970;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;George Seaton,Henry Hathaway;Burt Lancaster,Dean Martin,George Kennedy;Arthur Hailey,George Seaton
2521;Airport 1975;1974;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;Jack Smight;Charlton Heston,Karen Black,George Kennedy;Arthur Hailey,Don Ingalls
2522;Airport '77;1977;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Jerry Jameson;Jack Lemmon,Lee Grant,Joseph Cotten;Arthur Hailey,Michael Scheff,David Spector
2523;Rollercoaster;1977;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;James Goldstone;George Segal,Timothy Bottoms,Richard Widmark;Sanford Sheldon,Richard Levinson,William Link
2524;Towering Inferno;1974;True;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;John Guillermin;Paul Newman,Steve McQueen,William Holden;Richard Martin Stern,Thomas N. Scortia,Frank M. Robinson
2525;Alligator;1980;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;Lewis Teague;Robert Forster,Robin Riker,Michael V. Gazzo;John Sayles,Frank Ray Perilli
2526;Meteor;1979;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;Ronald Neame;Sean Connery,Natalie Wood,Karl Malden;Stanley Mann,Edmund H. North
2527;Westworld;1973;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;True;False;False;N/A;Evan Rachel Wood,Jeffrey Wright,Ed Harris;Lisa Joy,Jonathan Nolan
2528;Logan's Run;1976;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;Michael Anderson;Michael York,Jenny Agutter,Richard Jordan;David Zelag Goodman,William F. Nolan,George Clayton Johnson
2529;Planet of the Apes;1968;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;False;False;False;False;Tim Burton;Mark Wahlberg,Helena Bonham Carter,Tim Roth;Pierre Boulle,William Broyles Jr.,Lawrence Konner
2530;Beneath the Planet of the Apes;1970;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;Ted Post;James Franciscus,Kim Hunter,Maurice Evans;Paul Dehn,Mort Abrahams,Pierre Boulle
2531;Battle for the Planet of the Apes;1973;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;J. Lee Thompson;Roddy McDowall,Claude Akins,Natalie Trundy;Pierre Boulle,Paul Dehn,John William Corrington
2532;Conquest of the Planet of the Apes;1972;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;J. Lee Thompson;Roddy McDowall,Don Murray,Ricardo Montalban;Paul Dehn,Pierre Boulle
2533;Escape from the Planet of the Apes;1971;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;Don Taylor;Roddy McDowall,Kim Hunter,Bradford Dillman;Paul Dehn,Pierre Boulle
2534;Avalanche;1978;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Corey Allen;Rock Hudson,Mia Farrow,Robert Forster;Corey Allen,Frances Doel,Gavin Lambert
2535;Earthquake;1974;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;Mark Robson;Charlton Heston,Ava Gardner,George Kennedy;George Fox,Mario Puzo
2537;Beyond the Poseidon Adventure;1979;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Irwin Allen;Michael Caine,Sally Field,Telly Savalas;Paul Gallico,Nelson Gidding
2538;Dancemaker;1998;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;Matthew Diamond;Andrew Asnes,Rachel Berman Benz,Patrick Corbin;N/A
2539;Analyze This;1999;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Harold Ramis;Robert De Niro,Billy Crystal,Lisa Kudrow;Kenneth Lonergan,Peter Tolan,Harold Ramis
2540;Corruptor;1999;False;False;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;Dorothy Booraem;Brandon Aylor,Mark Bestul,Colby Coash,Schuylar Craig;Dorothy Booraem,Dustin Ferguson,Chad Haufschild
2541;Cruel Intentions;1999;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Roger Kumble;Sarah Michelle Gellar,Ryan Phillippe,Reese Witherspoon;Choderlos de Laclos,Roger Kumble
2542;Lock, Stock & Two Smoking Barrels;1998;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;Guy Ritchie;Jason Flemyng,Dexter Fletcher,Nick Moran;Guy Ritchie
2544;School of Flesh;1998;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
2546;Deep End of the Ocean;1999;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Ulu Grosbard;Michelle Pfeiffer,Treat Williams,Whoopi Goldberg;Jacquelyn Mitchard,Stephen Schiff
2548;Rage: Carrie 2;1999;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;Katt Shea,Robert Mandel;Emily Bergl,Jason London,Dylan Bruno;Stephen King,Rafael Moreu
2549;Wing Commander;1999;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;Chris Roberts;Freddie Prinze Jr.,Matthew Lillard,Saffron Burrows;Chris Roberts,Kevin Droney
2550;Haunting;1963;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;N/A;Michiel Huisman,Carla Gugino,Henry Thomas;Mike Flanagan
2551;Dead Ringers;1988;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;David Cronenberg;Jeremy Irons,Geneviève Bujold,Heidi von Palleske;David Cronenberg,Norman Snider,Bari Wood
2552;My Boyfriend's Back;1993;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Bob Balaban;Andrew Lowery,Traci Lind,Danny Zorn;Dean Lorey
2553;Village of the Damned;1960;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;John Carpenter;Christopher Reeve,Kirstie Alley,Linda Kozlowski;John Wyndham,Stirling Silliphant,Wolf Rilla
2554;Children of the Damned;1963;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;Anton Leader;Ian Hendry,Alan Badel,Barbara Ferris;John Briley,John Wyndham
2555;Baby Geniuses;1999;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Bob Clark;Kathleen Turner,Christopher Lloyd,Kim Cattrall;Steven Paul,Francisca Matos,Robert Grasmere
2557;I Stand Alone;1998;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;Kevin Patterson;Kerri J. Baldwin,Jaques Baptiste,Gail Bean;Kevin Patterson
