iid;title;year;Adventure;Fantasy;Children;Animation;Comedy;Romance;Drama;Thriller;Action;Crime;Horror;Mystery;Sci-Fi;War;Musical;Documentary;IMAX;Western;Film-Noir;(no genres listed);directors;actors;writers
408;Dirty Dancing;1980;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
409;Reservoir Dogs;1990;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;Quentin Tarantino;;Quentin Tarantino
410;Platoon;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
411;Weekend at Bernie's;1980;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
412;Basic Instinct;1990;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;;Michael Douglas;
413;Doors;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
414;Crying Game;1990;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;;Forest Whitaker;
415;Glengarry Glen Ross;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Al Pacino;
416;E.T. the Extra-Terrestrial;1980;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;Steven Spielberg;;
417;Days of Thunder;1990;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;Tom Cruise,Nicole Kidman;
418;Top Gun;1980;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Tom Cruise,Tim Robbins;
419;Rebel Without a Cause;1950;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
420;Streetcar Named Desire;1950;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
421;People vs. Larry Flynt;1990;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Woody Harrelson,Edward Norton;
422;On Golden Pond;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
423;Return of the Pink Panther;1970;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
424;Abyss;1980;True;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;;;
425;Escape from New York;1980;True;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;;Kurt Russell;
426;Jean de Florette;1980;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;;;
427;Private Benjamin;1980;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
428;Monty Python and the Holy Grail;1970;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
429;Wallace & Gromit: The Wrong Trousers;1990;False;False;True;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
430;Bob Roberts;1990;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Tim Robbins;
431;Cinema Paradiso;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
432;Cook the Thief His Wife & Her Lover;1980;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
433;Delicatessen;1990;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
434;Paths of Glory;1950;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
435;Grifters;1990;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;True;False;;;
436;English Patient;1990;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;Ralph Fiennes;
437;Sex, Lies, and Videotape;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Steven Soderbergh;;
438;Strictly Ballroom;1990;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
439;Thin Blue Line;1980;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;;;
440;One Flew Over the Cuckoo's Nest;1970;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Jack Nicholson;
441;Cheech and Chong's Up in Smoke;1970;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
442;Star Wars: Episode V - The Empire Strikes Back;1980;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;;Harrison Ford;George Lucas
443;Princess Bride;1980;True;True;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;William Goldman
444;Raiders of the Lost Ark;1980;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Steven Spielberg;Harrison Ford;George Lucas
445;Brazil;1980;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;Robert De Niro;
446;Aliens;1980;True;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;;Sigourney Weaver;
447;Good, the Bad and the Ugly;1960;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;;;
448;12 Angry Men;1950;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
449;Lawrence of Arabia;1960;True;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
450;Clockwork Orange;1970;False;False;False;False;False;False;True;True;False;True;False;False;True;False;False;False;False;False;False;False;;;
451;To Kill a Mockingbird;1960;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
452;Apocalypse Now;1970;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;False;False;False;False;;;
453;Once Upon a Time in the West;1960;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;;;
454;Star Wars: Episode VI - Return of the Jedi;1980;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;;Harrison Ford;George Lucas
455;Wings of Desire;1980;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
456;Third Man;1950;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;True;False;;;
457;Goodfellas;1990;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;Martin Scorsese;Robert De Niro;
458;Alien;1970;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;Ridley Scott;Sigourney Weaver;
459;Army of Darkness;1990;True;True;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;;;
460;Big Blue;1980;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
461;Ran;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
462;Killer;1980;False;False;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;;Robert De Niro;
463;Psycho;1960;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;Alfred Hitchcock;;
464;Blues Brothers;1980;False;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;;Dan Aykroyd;
465;Godfather: Part II;1970;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;Al Pacino,Robert De Niro;
466;Full Metal Jacket;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
467;Grand Day Out with Wallace and Gromit;1980;True;False;True;True;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
468;Henry V;1980;False;False;False;False;False;True;True;False;True;False;False;False;False;True;False;False;False;False;False;False;;;
469;Amadeus;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
470;Once Upon a Time in America;1980;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;Robert De Niro;
471;Raging Bull;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Martin Scorsese;Robert De Niro;
472;Annie Hall;1970;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Woody Allen;Woody Allen;Woody Allen
473;Right Stuff;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Ed Harris;
474;Boot, Das;1980;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;False;False;False;False;;;
475;Sting;1970;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;Robert Redford;
476;Harold and Maude;1970;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
477;Seventh Seal;1950;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
478;Terminator;1980;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;;;
479;Glory;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;Matthew Broderick,Denzel Washington;
480;Rosencrantz and Guildenstern Are Dead;1990;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
481;Manhattan;1970;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Woody Allen;Woody Allen;Woody Allen
482;Miller's Crossing;1990;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;True;False;Joel Coen,Ethan Coen;;Joel Coen,Ethan Coen
483;Dead Poets Society;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Robin Williams,Ethan Hawke;
484;Graduate;1960;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
485;Touch of Evil;1950;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;;;
486;Femme Nikita, La;1990;False;False;False;False;False;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;;;
487;Bridge on the River Kwai;1950;True;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
488;8 1/2;1960;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
489;Chinatown;1970;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;True;False;;Jack Nicholson;
490;Day the Earth Stood Still;1950;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;False;False;False;False;False;;Keanu Reeves;
491;Treasure of the Sierra Madre;1950;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;;;
492;Duck Soup;1950;False;False;False;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;;;
493;Better Off Dead...;1980;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;John Cusack;
494;Shining;1980;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;Jack Nicholson;Stephen King
495;Stand by Me;1980;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;Stephen King
496;M;1950;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;;;
497;Evil Dead II;1980;False;True;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;;;
498;Great Escape;1960;True;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;False;False;False;False;;;
499;Deer Hunter;1970;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
500;Groundhog Day;1990;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Bill Murray;
501;Unforgiven;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;Clint Eastwood;Clint Eastwood,Gene Hackman,Morgan Freeman;
502;Manchurian Candidate;1960;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;False;False;False;;Denzel Washington,Meryl Streep;
503;Arsenic and Old Lace;1950;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;;;
504;Back to the Future;1980;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;Robert Zemeckis;;
505;Fried Green Tomatoes;1990;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
506;Patton;1970;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
507;Down by Law;1980;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;;;
508;Akira;1980;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;;;
509;Highlander;1980;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Sean Connery;
510;Cool Hand Luke;1960;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
511;Cyrano de Bergerac;1990;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
512;Young Frankenstein;1970;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
513;Great Dictator;1950;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
514;Fantasia;1950;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
515;High Noon;1950;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;;;
516;Big Sleep;1950;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;;;
517;Heathers;1980;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Winona Ryder;
518;Ben-Hur;1950;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
519;This Is Spinal Tap;1980;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
520;Koyaanisqatsi;1980;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;;;
521;Indiana Jones and the Last Crusade;1980;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;Steven Spielberg;Harrison Ford,Sean Connery;George Lucas
522;Being There;1970;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
523;Gandhi;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
524;Unbearable Lightness of Being;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
525;Room with a View;1980;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
526;Real Genius;1980;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Val Kilmer;
527;Pink Floyd: The Wall;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
528;Killing Fields;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
529;Forbidden Planet;1950;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
530;Field of Dreams;1980;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
531;Man Who Would Be King;1970;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Sean Connery;
532;Butch Cassidy and the Sundance Kid;1960;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;;Robert Redford;William Goldman
533;When Harry Met Sally...;1980;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Meg Ryan;
534;Alien³;1990;False;False;False;False;False;False;False;True;True;False;True;False;True;False;False;False;False;False;False;False;;Sigourney Weaver;
535;American Werewolf in London;1980;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;;;
536;Amityville Horror;1970;False;False;False;False;False;False;True;True;False;False;True;True;False;False;False;False;False;False;False;False;;;
537;Birds;1960;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;;;
538;Dracula;1990;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;;Winona Ryder,Anthony Hopkins;
539;Candyman;1990;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;;;
540;Cape Fear;1990;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;Martin Scorsese;Robert De Niro;
541;Cape Fear;1960;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;Martin Scorsese;Robert De Niro;
542;Carrie;1970;False;True;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;;;Stephen King
543;Nightmare on Elm Street;1980;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;;Johnny Depp;
544;Nosferatu;1950;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;
545;Omen;1970;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;;;
546;Star Trek: First Contact;1990;True;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;;;Gene Roddenberry
547;Shine;1990;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
548;Sling Blade;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
549;Jingle All the Way;1990;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Arnold Schwarzenegger;
550;101 Dalmatians;1990;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;John Hughes
551;Die Hard 2;1990;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Bruce Willis;
552;Star Trek: The Motion Picture;1970;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;Gene Roddenberry
553;Star Trek VI: The Undiscovered Country;1990;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;False;False;False;;;Gene Roddenberry
554;Star Trek V: The Final Frontier;1980;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;;;Gene Roddenberry
555;Star Trek II: The Wrath of Khan;1980;True;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;;;Gene Roddenberry
556;Star Trek III: The Search for Spock;1980;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;;;Gene Roddenberry
557;Star Trek IV: The Voyage Home;1980;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;Gene Roddenberry
558;Batman Returns;1990;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;Tim Burton;Michael Keaton,Danny DeVito,Michelle Pfeiffer;
559;Young Guns;1980;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;;;
560;Young Guns II;1990;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;;;
561;Grease;1970;False;False;False;False;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;John Travolta;
562;Grease 2;1980;False;False;False;False;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;Michelle Pfeiffer;
563;Under Siege;1990;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;;Tommy Lee Jones;
564;Jaws;1970;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;Steven Spielberg;;
565;Jaws 2;1970;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;;;
566;Mars Attacks!;1990;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;Tim Burton;Jack Nicholson,Pierce Brosnan;
567;Jerry Maguire;1990;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Tom Cruise;
568;Raising Arizona;1980;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Joel Coen,Ethan Coen;Nicolas Cage;Ethan Coen,Joel Coen
569;Sneakers;1990;False;False;False;False;True;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;;Robert Redford,Dan Aykroyd;
570;Beavis and Butt-Head Do America;1990;True;False;False;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;Bruce Willis;
571;Scream;1990;False;False;False;False;True;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;;;
572;Last of the Mohicans;1990;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;;;
573;Michael;1990;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;John Travolta;
574;Hamlet;1990;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
575;Evita;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
576;First Strike;1990;True;False;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
577;Beverly Hills Ninja;1990;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
578;Dante's Peak;1990;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Pierce Brosnan;
579;Benny & Joon;1990;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
580;Waiting for Guffman;1990;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
581;Fools Rush In;1990;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
582;Absolute Power;1990;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;Clint Eastwood;Clint Eastwood,Gene Hackman,Ed Harris;William Goldman
583;Lost Highway;1990;False;True;False;False;False;True;True;False;False;True;False;True;False;False;False;False;False;False;True;False;;;
584;Donnie Brasco;1990;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;Al Pacino,Johnny Depp;
585;Jungle2Jungle;1990;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
586;Private Parts;1990;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
587;Saint;1990;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;False;False;False;False;False;;;
588;Smilla's Sense of Snow;1990;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
589;Crash;1990;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;;Sandra Bullock;
590;Liar Liar;1990;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Jim Carrey;
591;Devil's Own;1990;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;;Harrison Ford,Brad Pitt;
592;Anaconda;1990;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
593;Grosse Pointe Blank;1990;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;John Cusack,Dan Aykroyd;
594;Romy and Michele's High School Reunion;1990;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
595;Volcano;1990;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;;Tommy Lee Jones;
596;Austin Powers: International Man of Mystery;1990;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
597;Breakdown;1990;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Kurt Russell;
598;Fifth Element;1990;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;;Bruce Willis;
599;Shall We Dance?;1990;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
600;Lost World: Jurassic Park;1990;True;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;Steven Spielberg;Julianne Moore;David Koepp
601;Con Air;1990;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Nicolas Cage,John Cusack;
602;Speed 2: Cruise Control;1990;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Sandra Bullock;
603;Batman & Robin;1990;True;True;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;Tim Burton;Michael Keaton,Jack Nicholson;
604;Hercules;1990;True;False;True;True;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
605;My Best Friend's Wedding;1990;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Julia Roberts,Cameron Diaz;
606;Face/Off;1990;False;False;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;;John Travolta,Nicolas Cage;
607;Men in Black;1990;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;;Tommy Lee Jones,Will Smith;
608;Contact;1990;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;Robert Zemeckis;Matthew McConaughey;
609;G.I. Jane;1990;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;Ridley Scott;;
610;Conan the Barbarian;1980;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Arnold Schwarzenegger;
611;George of the Jungle;1990;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
612;Cop Land;1990;False;False;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;;Sylvester Stallone;
613;Event Horizon;1990;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;;;
614;Spawn;1990;True;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;;;
615;Conspiracy Theory;1990;False;False;False;False;False;True;True;True;False;False;False;True;False;False;False;False;False;False;False;False;Richard Donner;Mel Gibson,Julia Roberts;
616;Mimic;1990;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;;;
617;Air Force One;1990;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Harrison Ford;
618;Hunt for Red October;1990;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Sean Connery;
619;In & Out;1990;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Quentin Tarantino;Leonardo DiCaprio,Brad Pitt;Quentin Tarantino
620;Edge;1990;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
621;Peacemaker;1990;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;False;False;False;False;;;
622;L.A. Confidential;1990;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;True;False;;Kevin Spacey,Russell Crowe;
623;Seven Years in Tibet;1990;True;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;Brad Pitt;
624;Kiss the Girls;1990;False;False;False;False;False;False;True;True;False;True;False;True;False;False;False;False;False;False;False;False;;Morgan Freeman;
625;Game;1990;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;;;
626;Ice Storm;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Sigourney Weaver;
627;Chasing Amy;1990;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Ben Affleck;
628;Full Monty;1990;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
629;I Know What You Did Last Summer;1990;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;;;
